x,Seno(x)
0.0,0.0
0.1,0.0017453283658983088
0.2,0.003490651415223732
0.30000000000000004,0.0052359638314195805
0.4,0.0069812602979615525
0.5,0.008726535498373935
0.6000000000000001,0.010471784116245794
0.7000000000000001,0.01221700083524717
0.8,0.013962180339145272
0.9,0.015707317311820675
1.0,0.01745240643728351
1.1,0.01919744239968967
1.2000000000000002,0.02094241988335696
1.3,0.022687333572781358
1.4000000000000001,0.024432178152653156
1.5,0.026176948307873153
1.6,0.02792163872356888
1.7000000000000002,0.02966624408511076
1.8,0.03141075907812829
1.9000000000000001,0.03315517838852628
2.0,0.03489949670250097
2.1,0.036643708706556276
2.2,0.038387809087519945
2.3000000000000003,0.04013179253255974
2.4000000000000004,0.04187565372919963
2.5,0.043619387365336
2.6,0.04536298812925378
2.7,0.047106450709642665
2.8000000000000003,0.048849769795613264
2.9000000000000004,0.05059294007671332
3.0,0.052335956242943835
3.1,0.05407881298477529
3.2,0.0558215049931638
3.3000000000000003,0.057564026959567284
3.4000000000000004,0.05930637357596163
3.5,0.06104853953485687
3.6,0.06279051952931337
3.7,0.06453230825295798
3.8000000000000003,0.06627390040000015
3.9000000000000004,0.06801529066524818
4.0,0.0697564737441253
4.1000000000000005,0.07149744433268593
4.2,0.07323819712763169
4.3,0.0749787268263277
4.4,0.07671902812681865
4.5,0.07845909572784494
4.6000000000000005,0.08019892432885893
4.7,0.08193850863004093
4.800000000000001,0.0836778433323155
4.9,0.08541692313736747
5.0,0.08715574274765817
5.1000000000000005,0.08889429686644153
5.2,0.09063258019778016
5.300000000000001,0.0923705874465616
5.4,0.09410831331851433
5.5,0.09584575252022398
5.6000000000000005,0.09758289975914948
5.7,0.09931974974363901
5.800000000000001,0.10105629718294636
5.9,0.10279253678724681
6.0,0.10452846326765347
6.1000000000000005,0.10626407133623321
6.2,0.10799935570602284
6.300000000000001,0.10973431109104528
6.4,0.11146893220632548
6.5,0.11320321376790672
6.6000000000000005,0.11493715049286661
6.7,0.11667073709933316
6.800000000000001,0.11840396830650096
6.9,0.1201368388346471
7.0,0.12186934340514748
7.1000000000000005,0.12360147674049271
7.2,0.12533323356430426
7.300000000000001,0.1270646086013505
7.4,0.1287955965775628
7.5,0.13052619222005157
7.6000000000000005,0.13225639025712246
7.7,0.13398618541829205
7.800000000000001,0.1357155724343044
7.9,0.13744454603714665
8.0,0.13917310096006544
8.1,0.14090123193758267
8.200000000000001,0.14262893370551166
8.3,0.1443562010009732
8.4,0.14608302856241162
8.5,0.14780941112961063
8.6,0.14953534344370953
8.700000000000001,0.15126082024721924
8.8,0.15298583628403808
8.9,0.1547103862994681
9.0,0.15643446504023087
9.1,0.15815806725448353
9.200000000000001,0.15988118769183488
9.3,0.16160382110336113
9.4,0.16332596224162227
9.5,0.16504760586067765
9.600000000000001,0.16676874671610228
9.700000000000001,0.1684893795650026
9.8,0.17020949916603256
9.9,0.17192910027940955
10.0,0.17364817766693033
10.100000000000001,0.17536672609198714
10.200000000000001,0.17708474031958332
